id,name,quality
31485,Dark Deed Leggings,2
31486,Bear-Strength Harness,2
31487,Wild Horned Helm,2
31488,Boots of the Ancient-Killer,2
31489,Orb of the Grishna,1
31490,Netherwing Protector's Shield,3
31491,Netherwing Defender's Shield,3
31492,Claw of the Netherwing Flight,3
31493,Netherwing Spiritualist's Charm,3
31494,Netherwing Sorceror's Charm,3
31495,Grishnath Orb,1
31496,Tome of Fireball XIV,3
31497,"Monster - Throwing Trident, Wicked",0
31498,Tome of Frostbolt XIV,3
31499,"Monster - Throwing Trident, Wicked Blue Glow",0
31500,Tome of Arcane Missiles XI,3
31501,Tome of Conjure Food VIII,3
31502,Libram: Blessing of Might VIII,3
31503,Libram: Greater Blessing of Might III,3
31504,Nethervine Crystal,1
31505,Manual of Heroic Strike XI,3
31506,Manual of Revenge VIII,3
31507,Grimoire of Searing Pain VIII,3
31508,Coven Britches,2
31509,Wyrmcultist's Hood,2
31510,Hewing Gloves,2
31511,Chest of the Wyrmcult,2
31512,Tree Warden's Belt,2
31513,Blackwhelp Belt,2
31514,Dragonkin Shirt,2
31515,Whelpscale Gauntlets,2
31516,Bracers of the Weald,2
31517,Dire Pinfeather,1
31518,Exorcism Feather,1
31519,Inkling's Leggings,2
31520,Blackwing Helm,2
31521,Expedition Defender's Shoulders,2
31522,Primal Mooncloth Supplies,1
31523,Treebole's Hoop,2
31524,Square of Imbued Netherweave,1
31525,Vial of Primal Reagents,1
31526,Raven's Wood Exorciser's Band,2
31527,Leafbeard Ring,2
31528,Ring of the Stonebark,2
31529,Grillok's Eyepatch,1
31530,Sample of Primal Mooncloth,1
31531,Wraithcloth Bindings,2
31532,Supple Leather Boots,2
31533,Diluvian Spaulders,2
31534,Whiteknuckle Gauntlets,2
31535,Bloodboil Poison,1
31536,Camp Anger Key,1
31537,Darktread Boots,2
31538,Twin Moon Shoulderguards,2
31539,Chaintwine Cinch,2
31540,Fairweather's Wristguards,2
31541,Whistling Sword,2
31542,Fanged Axe,2
31543,Adjudicator's Staff,2
31544,Clefthoof Hide Leggings,3
31545,Oilcloth Breeches,3
31546,Tourmaline Crown,3
31547,Malefactor's Eyepatch,3
31548,Blackened Chestplate,3
31549,Leonine Breastplate,3
31550,Albreck's Findings,1
31551,"Monster - Dragonmaw, Shadowmoon - 2H Hammer",0
31552,Windchanneller's Miter,3
31553,Windchanneller's Mantle,3
31554,Windchanneller's Tunic,3
31555,Windchanneller's Ceinture,3
31556,Windchanneller's Leggings,3
31557,Windchanneller's Boots,3
31558,Windchanneller's Bindings,3
31559,Windchanneller's Gloves,3
31560,Skystalker's Shroud,3
31561,Skystalker's Shoulders,3
31562,Skystalker's Tunic,3
31563,Skystalker's Cord,3
31564,Skystalker's Leggings,3
31565,Skystalker's Boots,3
31566,Skystalker's Bracers,3
31567,Skystalker's Gloves,3
31568,Mistshroud Helm,3
31569,Mistshroud Shoulders,3
31570,Mistshroud Tunic,3
31571,Mistshroud Belt,3
31572,Mistshroud Pants,3
31573,Mistshroud Boots,3
31574,Mistshroud Bracers,3
31575,Mistshroud Gauntlets,3
31576,Slatesteel Helm,3
31577,Slatesteel Shoulders,3
31578,Slatesteel Breastplate,3
31579,Slatesteel Girdle,3
31580,Slatesteel Leggings,3
31581,Slatesteel Boots,3
31582,Slatesteel Bracers,3
31583,Slatesteel Gauntlets,3
31584,High Warlord's Kodohide Gloves,3
31585,High Warlord's Kodohide Helm,3
31586,High Warlord's Kodohide Legguards,3
31587,High Warlord's Kodohide Spaulders,3
31588,High Warlord's Kodohide Tunic,3
31589,Grand Marshal's Kodohide Gloves,3
31590,Grand Marshal's Kodohide Helm,3
31591,Grand Marshal's Kodohide Legguards,3
31592,Grand Marshal's Kodohide Spaulders,3
31593,Grand Marshal's Kodohide Tunic,3
31594,General's Kodohide Belt,4
31595,General's Kodohide Boots,4
31596,Marshal's Kodohide Belt,4
31597,Marshal's Kodohide Boots,4
31598,General's Kodohide Bracers,4
31599,Marshal's Kodohide Bracers,4
31600,"Monster - Dragonmaw, Shadowmoon - 1H Axe",0
31601,"Monster - Dragonmaw, Shadowmoon - 2H Axe",0
31603,"Monster - Dragonmaw, Shadowmoon - 1H Sword",0
31604,"Monster - Dragonmaw, Shadowmoon - 2H Sword",0
31605,"Monster - Dragonmaw, Shadowmoon - Staff",0
31606,Demoniac Scryer,1
31607,Demoniac Scryer Reading,1
31608,"Monster - Staff, Blood Elf A02 Red - High Red Flames",0
31609,"Monster - Dagger, Horde PvP - Purple (Purple Glow)",0
31610,Rod of Purification,1
31611,"Monster - Sword, 1H Outland Blacksmithing 01",0
31612,"Monster - Sword, Flaming",0
31613,Gladiator's Ornamented Chestguard,4
31614,Gladiator's Ornamented Gloves,4
31615,Ancient Draenei Arcane Relic,2
31616,Gladiator's Ornamented Headcover,4
31617,Ancient Draenei War Talisman,2
31618,Gladiator's Ornamented Legplates,4
31619,Gladiator's Ornamented Spaulders,4
31620,Grand Marshal's Mooncloth Mitts,3
31621,High Warlord's Mooncloth Mitts,3
31622,Grand Marshal's Mooncloth Cowl,3
31623,Grand Marshal's Mooncloth Legguards,3
31624,Grand Marshal's Mooncloth Shoulderpads,3
31625,Grand Marshal's Mooncloth Vestments,3
31626,High Warlord's Mooncloth Cowl,3
31627,High Warlord's Mooncloth Legguards,3
31628,High Warlord's Mooncloth Shoulderpads,3
31629,High Warlord's Mooncloth Vestments,3
31630,Grand Marshal's Ornamented Chestplate,3
31631,Grand Marshal's Ornamented Gloves,3
31632,Grand Marshal's Ornamented Headguard,3
31633,Grand Marshal's Ornamented Leggings,3
31634,Grand Marshal's Ornamented Spaulders,3
31635,High Warlord's Ornamented Chestplate,3
31636,High Warlord's Ornamented Gloves,3
31637,High Warlord's Ornamented Headguard,3
31638,High Warlord's Ornamented Leggings,3
31639,High Warlord's Ornamented Spaulders,3
31640,Grand Marshal's Ringmail Chestguard,3
31641,Grand Marshal's Ringmail Gloves,3
31642,Grand Marshal's Ringmail Headpiece,3
31643,Grand Marshal's Ringmail Legguards,3
31644,Grand Marshal's Ringmail Shoulders,3
31646,High Warlord's Ringmail Chestguard,3
31647,High Warlord's Ringmail Gloves,3
31648,High Warlord's Ringmail Headpiece,3
31649,High Warlord's Ringmail Legguards,3
31650,High Warlord's Ringmail Shoulderpads,3
31651,Bladespire Totem,1
31652,Enchanted Nethervine Crystal,1
31653,Condensed Nether Gas,1
31654,"Monster - Dragonmaw, Shadowmoon - 1H Mace",0
31655,Veil Skith Prison Key,1
31656,Lesser Nether Drake Spirit,1
31657,Chemise of Rebirth,2
31658,Scout's Hood,2
31659,Researcher's Mantle,2
31660,Feralfen Skulker's Belt,2
31661,Leesa'oh's Wristbands,2
31662,Rilak's Missive,1
31663,Spirit Calling Totems,1
31664,Zuluhed's Key,1
31665,Toy RC Mortar Tank,1
31666,Battered Steam Tonk Controller,1
31667,Knife of a Thousand Lies,4
31668,Orb Collecting Totem,1
31669,"Monster - Dagger, Badass Red (Poisoned)",0
31670,Raptor Ribs,1
31671,Serpent Flesh,1
31672,Mok'Nathal Shortribs,1
31673,Crunchy Serpent,1
31674,Recipe: Crunchy Serpent,1
31675,Recipe: Mok'Nathal Shortribs,1
31676,Fel Regeneration Potion,1
31677,Fel Mana Potion,1
31678,Mental Interference Rod,1
31679,Fel Strength Elixir,1
31680,Recipe: Fel Strength Elixir,3
31681,Recipe: Fel Regeneration Potion,3
31682,Recipe: Fel Mana Potion,3
31683,Dreadwing Skin Belt,2
31684,Netherhide Gloves,2
31685,Brood Mother Leggings,2
31686,Nether Protector's Chest,2
31687,Mok'Nathal Mantle,2
31688,Spiritcaller's Mask,2
31689,Mok'Nathal Hero's Pantaloons,2
31690,Belt of the Soul Saver,2
31691,Natasha's Guardian Cord,3
31692,Natasha's Ember Necklace,3
31693,Natasha's Arcane Filament,3
31694,Natasha's Pack Collar,3
31695,Natasha's Choker,3
31696,Natasha's Battle Chain,3
31697,Dread Relic,1
31698,Letter from Shattrath,1
31699,Imbued Draenethyst Crystal,2
31700,Runed Silver Staff,2
31701,Saboteur's Axe,2
31702,Challenge from the Horde,1
31703,Nether-Stalker's Blade,2
31704,The Tempest Key,1
31705,Derelict Caravan Chest Key,1
31706,The Head of the Hand of Kargath,1
31707,Cabal Orders,1
31708,Scroll of Atalor,1
31709,Drape of Arunen,1
31710,Gavel of K'alen,1
31711,Nether-Empowered Footgear,2
31712,Mok'Nathal Champion's Shoulderguards,2
31713,Ritualist's Helm,2
31714,Nether Drake Wristguards,2
31715,Demoniac Soul Prison,2
31716,Unused Axe of the Executioner,1
31717,Shadowcast Tunic,3
31718,Darkstorm Tunic,3
31719,Stormstrike Vest,3
31720,Battlemaster's Breastplate,3
31721,Kalithresh's Trident,1
31722,Murmur's Essence,1
31723,Madman's Blade,2
31724,Arakkoa Divining Rod,2
31725,Cilice of Suffering,2
31726,Necklace of Bloodied Feathers,3
31727,Choker of Bloodied Feathers,3
31728,Heirloom Signet of Willpower,2
31729,Heirloom Signet of Valor,2
31730,Heirloom Signet of Convalescence,2
31731,Mekeda's Gift,2
31732,Unearthed Orb,2
31733,Akuno's Blade,2
31734,Ancient Draenei Crest,2
31735,Timeless Shell,4
31736,Crystal of Deep Shadows,1
31737,Timeless Arrow,4
31739,Smoke Beacon,1
31740,Meeting Note,1
31741,Nether-wraith Essence,1
31742,Nether-wraith Beacon,1
31743,"Monster - Mace, Draenei A02 Purple (Low Purple Flame)",0
31744,Botanist's Field Guide,1
31745,Illidari-Bane Dagger,3
31746,Phoenix-fire Band,4
31747,Potent Sha'tari Pendant,3
31748,Shattrath Choker of Power,3
31749,A'dal's Recovery Necklace,3
31750,Earthen Signet,1
31751,Blazing Signet,1
31752,Sablemane's Trap,1
31753,Essence of Infinity,1
31754,Grisly Totem,1
31755,Wyvern Cage Key,1
31756,Dib'Muad's Crysknife,3
31757,Fel Cannonball,1
31758,Revered Mother's Crysknife,3
31759,Shani's Crysknife,3
31760,Miniwing,1
31761,Talonbranch Wand,2
31762,Feather-Wrapped Bow,2
31763,Druid Signal,1
31764,Stillfire Leggings,2
31765,Redeemer's Plate,2
31766,Skywitch Hat,2
31767,[TXT]Rexxar's Misha Summoner,1
31768,Deep Mire Cloak,2
31769,Sha'tari Torch,1
31770,Marsh Bracers,2
31772,Anchorite Relic,1
31773,Mag'har Tabard,1
31774,Kurenai Tabard,1
31775,Sporeggar Tabard,1
31776,Consortium Tabard,1
31777,Keepers of Time Tabard,1
31778,Lower City Tabard,1
31779,Aldor Tabard,1
31780,Scryers Tabard,1
31781,Sha'tar Tabard,1
31782,Warpstalker Breastplate,2
31783,Bloodfire Leggings,2
31784,Ancient Terokkar Hood,2
31785,Edge of Inevitability,2
31786,Blacksting Shoulders,2
31787,Stalwart Girdle,2
31788,Blacksting Gloves,2
31789,Marshfang Boots,2
31790,Expedition Pendant,2
31791,Wildlord's Band,2
31792,Evergrove Ranger's Cloak,2
31793,Ruuan Weald Wristguards,2
31794,Sha'tari Vindicator's Legplates,2
31795,Draenei Prayer Beads,1
31796,Sha'tari Marksman's Gloves,2
31797,Elekk Hide Spaulders,2
31798,Death-Speaker's Tunic,2
31799,Fei Fei Doggy Treat,1
31800,Outcast's Cache,1
31801,"Monster - Staff, Zul'Gurub 03",0
31802,"Monster - Claw, ZulGurub 02",0
31803,"Monster - Claw, ZulGurub 02 Offhand",0
31804,Cenarion Expedition Tabard,1
31805,"Monster - Dagger, Outland Raid D04, Green",0
31806,"Monster - Sword, Zul'gurub 02",0
31807,Naturalized Ammunition,1
31808,Sablemane's Signet,1
31809,Evergrove Wand,1
31810,Fumper,1
31811,Dread Relic,1
31812,Doom Skull,1
31813,Warp Chaser Blood,1
31814,Mature Bone Sifter Carcass,1
31815,Zeppit's Crystal,1
31816,Dragonbone Greatsword,2
31817,Dragonbone Shoulders,2
31818,Dragonbone Talisman,2
31819,Noble Plate Pauldrons,2
31820,Blessed Signet Ring,2
31821,Blade of Retribution,2
31823,Book of Many Blessings,2
31824,Monster - Work Wrench,0
31825,Fumper,1
31826,Enormous Bone Worm Organs,1
31827,Sablemane's Trap,1
31828,Ritual Prayer Beads,1
31829,Reins of the Cobalt Riding Talbuk,4
31830,Reins of the Cobalt Riding Talbuk,4
31831,Reins of the Silver Riding Talbuk,4
31832,Reins of the Silver Riding Talbuk,4
31833,Reins of the Tan Riding Talbuk,4
31834,Reins of the Tan Riding Talbuk,4
31835,Reins of the White Riding Talbuk,4
31836,Reins of the White Riding Talbuk,4
31837,Codex: Prayer of Shadow Protection II,3
31838,Major Combat Healing Potion,1
31839,Major Combat Healing Potion,1
31840,Major Combat Mana Potion,1
31841,Major Combat Mana Potion,1
31842,QAEnchant Bracer +12 Intellect,1
31843,QAEnchant Bracer +24 Attack Power,1
31844,QAEnchant Bracer +30 Healing,1
31845,QAEnchant Bracer +15 Spell Damage,1
31846,QAEnchant Bracer +12 Defense,1
31847,QAEnchant Bracer +12 Stamina,1
31848,QAEnchant Bracer +4 All Stats,1
31849,QAEnchant Bracer +12 Strength,1
31850,QATest +500 Defense Ring,3
31851,QATest +150 Defense Ring,3
31852,Major Combat Healing Potion,1
31853,Major Combat Healing Potion,1
31854,Major Combat Mana Potion,1
31855,Major Combat Mana Potion,1
31856,Darkmoon Card: Crusade,4
31857,Darkmoon Card: Wrath,4
31858,Darkmoon Card: Vengeance,4
31859,Darkmoon Card: Madness,4
31860,Great Golden Draenite,2
31861,Great Dawnstone,3
31862,Balanced Shadow Draenite,2
31863,Balanced Nightseye,3
31864,Infused Shadow Draenite,2
31865,Infused Nightseye,3
31866,Veiled Flame Spessarite,2
31867,Veiled Noble Topaz,3
31868,Wicked Noble Topaz,3
31869,Wicked Flame Spessarite,2
31870,Design: Great Golden Draenite,2
31871,Design: Balanced Shadow Draenite,2
31872,Design: Infused Shadow Draenite,2
31873,Design: Veiled Flame Spessarite,2
31874,Design: Wicked Flame Spessarite,2
31875,Design: Great Dawnstone,3
31876,Design: Balanced Nightseye,3
31877,Design: Infused Nightseye,3
31878,Design: Veiled Noble Topaz,3
31879,Design: Wicked Noble Topaz,3
31880,Blood Elf Orphan Whistle,1
31881,Draenei Orphan Whistle,1
31882,Ace of Blessings,3
31883,Eight of Blessings,3
31884,Five of Blessings,3
31885,Four of Blessings,3
31886,Seven of Blessings,3
31887,Six of Blessings,3
31888,Three of Blessings,3
31889,Two of Blessings,3
31890,Blessings Deck,4
31891,Storms Deck,4
31892,Ace of Storms,3
31893,Eight of Storms,3
31894,Five of Storms,3
31895,Four of Storms,3
31896,Seven of Storms,3
31898,Six of Storms,3
31899,Three of Storms,3
31900,Two of Storms,3
31901,Ace of Furies,3
31902,Eight of Furies,3
31903,Five of Furies,3
31904,Four of Furies,3
31905,Seven of Furies,3
31906,Six of Furies,3
31907,Furies Deck,4
31908,Three of Furies,3
31909,Two of Furies,3
31910,Ace of Lunacy,3
31911,Eight of Lunacy,3
31912,Five of Lunacy,3
31913,Four of Lunacy,3
31914,Lunacy Deck,4
31915,Seven of Lunacy,3
31916,Six of Lunacy,3
31917,Three of Lunacy,3
31918,Two of Lunacy,3
31919,Nexus-Prince's Ring of Balance,4
31920,Shaffar's Band of Brutality,4
31921,Yor's Collapsing Band,4
31922,Ring of Conflict Survival,4
31923,Band of the Crystalline Void,4
31924,Yor's Revenge,4
31925,Fiery Band,3
31926,Frigid Band,3
31927,Living Band,3
31928,Dark Band,3
31929,Enigmatic Band,3
31930,Enigmatic Charm,3
31931,Fiery Charm,3
31932,Living Charm,3
31933,Dark Charm,3
31934,Frigid Charm,3
31935,Frigid Cloak,3
31936,Fiery Cloak,3
31937,Living Cloak,3
31938,Enigmatic Cloak,3
31939,Dark Cloak,3
31940,Ethereum Torque,3
31941,Mark of the Nexus-King,2
31942,Deathwing Brood Cloak,3
31943,Ethereum Band,3
31944,Demonic Capacitor,0
31945,Shadow Circuit,0
31946,Ashtongue Cowl,1
31947,Energized Isolation Cube,1
31948,Skystalk,1
31949,Warden's Arrow,3
31950,Bogblossom,1
31951,Toy Dragon,1
31952,Khorium Lockbox,2
31953,Ward of Waking,1
31954,Chewed Up Boot,1
31955,Arelion's Knapsack,1
31956,Salvaged Ethereum Prison Key,1
31957,Ethereum Prisoner I.D. Tag,2
31958,Merciless Gladiator's Bonecracker,4
31959,Merciless Gladiator's Bonegrinder,4
31960,Merciless Gladiator's Chain Armor,4
31961,Merciless Gladiator's Chain Gauntlets,4
31962,Merciless Gladiator's Chain Helm,4
31963,Merciless Gladiator's Chain Leggings,4
31964,Merciless Gladiator's Chain Spaulders,4
31965,Merciless Gladiator's Cleaver,4
31966,Merciless Gladiator's Decapitator,4
31967,Merciless Gladiator's Dragonhide Gloves,4
31968,Merciless Gladiator's Dragonhide Helm,4
31969,Merciless Gladiator's Dragonhide Legguards,4
31971,Merciless Gladiator's Dragonhide Spaulders,4
31972,Merciless Gladiator's Dragonhide Tunic,4
31973,Merciless Gladiator's Dreadweave Gloves,4
31974,Merciless Gladiator's Dreadweave Hood,4
31975,Merciless Gladiator's Dreadweave Leggings,4
31976,Merciless Gladiator's Dreadweave Mantle,4
31977,Merciless Gladiator's Dreadweave Robe,4
31978,Merciless Gladiator's Endgame,4
31979,Merciless Gladiator's Felweave Amice,4
31980,Merciless Gladiator's Felweave Cowl,4
31981,Merciless Gladiator's Felweave Handguards,4
31982,Merciless Gladiator's Felweave Raiment,4
31983,Merciless Gladiator's Felweave Trousers,4
31984,Merciless Gladiator's Greatsword,4
31985,Merciless Gladiator's Hacker,4
31986,Merciless Gladiator's Crossbow of the Phoenix,4
31987,Merciless Gladiator's Kodohide Gloves,4
31988,Merciless Gladiator's Kodohide Helm,4
31989,Merciless Gladiator's Kodohide Legguards,4
31990,Merciless Gladiator's Kodohide Spaulders,4
31991,Merciless Gladiator's Kodohide Tunic,4
31992,Merciless Gladiator's Lamellar Chestpiece,4
31993,Merciless Gladiator's Lamellar Gauntlets,4
31994,Ethereum Key Tablet - Alpha,1
31995,Merciless Gladiator's Lamellar Legguards,4
31996,Merciless Gladiator's Lamellar Shoulders,4
31997,Merciless Gladiator's Lamellar Helm,4
31998,Merciless Gladiator's Leather Gloves,4
31999,Merciless Gladiator's Leather Helm,4
32000,Merciless Gladiator's Leather Legguards,4
32001,Merciless Gladiator's Leather Spaulders,4
32002,Merciless Gladiator's Leather Tunic,4
32003,Merciless Gladiator's Left Ripper,4
32004,Merciless Gladiator's Linked Armor,4
32005,Merciless Gladiator's Linked Gauntlets,4
32006,Merciless Gladiator's Linked Helm,4
32007,Merciless Gladiator's Linked Leggings,4
32008,Merciless Gladiator's Linked Spaulders,4
32009,Merciless Gladiator's Mail Armor,4
32010,Merciless Gladiator's Mail Gauntlets,4
32011,Merciless Gladiator's Mail Helm,4
32012,Merciless Gladiator's Mail Leggings,4
32013,Merciless Gladiator's Mail Spaulders,4
32014,Merciless Gladiator's Maul,4
32015,Merciless Gladiator's Mooncloth Gloves,4
32016,Merciless Gladiator's Mooncloth Hood,4
32017,Merciless Gladiator's Mooncloth Leggings,4
32018,Merciless Gladiator's Mooncloth Mantle,4
32019,Merciless Gladiator's Mooncloth Robe,4
32020,Merciless Gladiator's Ornamented Chestguard,4
32021,Merciless Gladiator's Ornamented Gloves,4
32022,Merciless Gladiator's Ornamented Headcover,4
32023,Merciless Gladiator's Ornamented Legplates,4
32024,Merciless Gladiator's Ornamented Spaulders,4
32025,Merciless Gladiator's Painsaw,4
32026,Merciless Gladiator's Pummeler,4
32027,Merciless Gladiator's Quickblade,4
32028,Merciless Gladiator's Right Ripper,4
32029,Merciless Gladiator's Ringmail Armor,4
32030,Merciless Gladiator's Ringmail Gauntlets,4
32031,Merciless Gladiator's Ringmail Helm,4
32032,Merciless Gladiator's Ringmail Leggings,4
32033,Merciless Gladiator's Ringmail Spaulders,4
32034,Merciless Gladiator's Satin Gloves,4
32035,Merciless Gladiator's Satin Hood,4
32036,Merciless Gladiator's Satin Leggings,4
32037,Merciless Gladiator's Satin Mantle,4
32038,Merciless Gladiator's Satin Robe,4
32039,Merciless Gladiator's Scaled Chestpiece,4
32040,Merciless Gladiator's Scaled Gauntlets,4
32041,Merciless Gladiator's Scaled Helm,4
32042,Merciless Gladiator's Scaled Legguards,4
32043,Merciless Gladiator's Scaled Shoulders,4
32044,Merciless Gladiator's Shanker,4
32045,Merciless Gladiator's Shield Wall,4
32046,Merciless Gladiator's Shiv,4
32047,Merciless Gladiator's Silk Amice,4
32048,Merciless Gladiator's Silk Cowl,4
32049,Merciless Gladiator's Silk Handguards,4
32050,Merciless Gladiator's Silk Raiment,4
32051,Merciless Gladiator's Silk Trousers,4
32052,Merciless Gladiator's Slicer,4
32053,Merciless Gladiator's Spellblade,4
32054,Merciless Gladiator's War Edge,4
32055,Merciless Gladiator's War Staff,4
32056,Merciless Gladiator's Wyrmhide Gloves,4
32057,Merciless Gladiator's Wyrmhide Helm,4
32058,Merciless Gladiator's Wyrmhide Legguards,4
32059,Merciless Gladiator's Wyrmhide Spaulders,4
32060,Merciless Gladiator's Wyrmhide Tunic,4
32061,Evidence from Alpha,1
32062,Elixir of Major Fortitude,1
32063,Earthen Elixir,1
32064,Protectorate Treasure Cache,2
32065,Monster - Glaive - Demonhunter Black (Black Glow - Illidan),0
32066,Monster - Glaive - Demonhunter Black Offhand (Black Glow - Illidan),0
32067,Elixir of Draenic Wisdom,1
32068,Elixir of Ironskin,1
32069,Mana-Tombs Stasis Chamber Key,1
32070,Recipe: Earthen Elixir,1
32071,Recipe: Elixir of Ironskin,1
32072,Gauntlets of Dissension,4
32073,Spaulders of Dementia,4
32074,Relics of Aviana,1
32075,Book of the Raven,1
32076,Handguards of the Steady,4
32077,Wrath Infused Gauntlets,4
32078,Pauldrons of Wild Magic,4
32079,Shaffar's Stasis Chamber Key,2
32080,Mantle of Shadowy Embrace,4
32081,Eye of the Stalker,4
32082,The Fel Barrier,4
32083,Faceguard of Determination,4
32084,Helmet of the Steadfast Champion,4
32085,Warpstalker Helm,4
32086,Storm Master's Helmet,4
32087,Mask of the Deceiver,4
32088,Cowl of Beastly Rage,4
32089,Mana-Binders Cowl,4
32090,Cowl of Naaru Blessings,4
32091,Alex's Test Beatdown Mace,4
32092,The Eye of Haramad,3
32093,Chancellor's Dreadweave Gloves,4
32094,Chancellor's Dreadweave Hood,4
32095,Chancellor's Dreadweave Leggings,4
32096,Chancellor's Dreadweave Mantle,4
32097,Chancellor's Dreadweave Robe,4
32098,Chancellor's Mooncloth Cowl,4
32099,Chancellor's Mooncloth Legguards,4
32100,Chancellor's Mooncloth Mitts,4
32101,Chancellor's Mooncloth Shoulderpads,4
32102,Chancellor's Mooncloth Vestments,4
32103,Chancellor's Satin Gloves,4
32104,Chancellor's Satin Hood,4
32105,Chancellor's Satin Leggings,4
32106,Chancellor's Satin Mantle,4
32107,Chancellor's Satin Robe,4
32108,Chancellor's Silk Amice,4
32109,Chancellor's Silk Cowl,4
32110,Chancellor's Silk Handguards,4
32111,Chancellor's Silk Raiment,4
32112,Chancellor's Silk Trousers,4
32113,Chancellor's Dragonhide Gloves,4
32114,Chancellor's Dragonhide Helm,4
32115,Chancellor's Dragonhide Legguards,4
32116,Chancellor's Dragonhide Spaulders,4
32117,Chancellor's Dragonhide Tunic,4
32118,Chancellor's Kodohide Gloves,4
32119,Chancellor's Kodohide Helm,4
32120,Chancellor's Leather Legguards,4
32121,Chancellor's Kodohide Spaulders,4
32122,Chancellor's Kodohide Legguards,4
32123,Chancellor's Kodohide Tunic,4
32124,Chancellor's Leather Gloves,4
32125,Chancellor's Leather Helm,4
32126,Chancellor's Leather Spaulders,4
32127,Chancellor's Leather Tunic,4
32128,Chancellor's Wyrmhide Gloves,4
32129,Chancellor's Wyrmhide Helm,4
32130,Chancellor's Wyrmhide Legguards,4
32131,Chancellor's Wyrmhide Spaulders,4
32132,Chancellor's Wyrmhide Tunic,4
32133,Chancellor's Chain Armor,4
32134,Chancellor's Chain Gauntlets,4
32135,Chancellor's Chain Helm,4
32136,Chancellor's Chain Leggings,4
32137,Chancellor's Chain Spaulders,4
32138,Chancellor's Linked Armor,4
32139,Chancellor's Linked Gauntlets,4
32140,Chancellor's Linked Helm,4
32141,Chancellor's Linked Leggings,4
32142,Chancellor's Linked Spaulders,4
32143,Chancellor's Mail Armor,4
32144,Chancellor's Mail Gauntlets,4
32145,Chancellor's Mail Helm,4
32146,Chancellor's Mail Leggings,4
32147,Chancellor's Mail Spaulders,4
32148,Chancellor's Ringmail Chestguard,4
32149,Chancellor's Ringmail Gloves,4
32150,Chancellor's Ringmail Headpiece,4
32151,Chancellor's Ringmail Legguards,4
32152,Chancellor's Ringmail Shoulders,4
32153,Chancellor's Lamellar Chestpiece,4
32154,Chancellor's Lamellar Gauntlets,4
32155,Chancellor's Lamellar Helm,4
32156,Chancellor's Lamellar Legguards,4
32157,Chancellor's Lamellar Shoulders,4
32158,Chancellor's Ornamented Chestplate,4
32159,Chancellor's Ornamented Gloves,4
32160,Chancellor's Ornamented Headguard,4
32161,Chancellor's Ornamented Leggings,4
32162,Chancellor's Ornamented Spaulders,4
32163,Chancellor's Plate Chestpiece,4
32164,Chancellor's Plate Gauntlets,4
32165,Chancellor's Plate Helm,4
32166,Chancellor's Plate Legguards,4
32167,Chancellor's Plate Shoulders,4
32168,Chancellor's Scaled Chestpiece,4
32169,Chancellor's Scaled Gauntlets,4
32170,Chancellor's Scaled Helm,4
32171,Chancellor's Scaled Legguards,4
32172,Chancellor's Scaled Shoulders,4
32173,Chancellor's Bonecracker,4
32174,Chancellor's Cleaver,4
32175,Chancellor's Hacker,4
32176,Chancellor's Pummeler,4
32177,Chancellor's Quickblade,4
32178,Chancellor's Shanker,4
32179,Chancellor's Shiv,4
32180,Chancellor's Slicer,4
32181,Chancellor's Bonegrinder,4
32182,Chancellor's Decapitator,4
32183,Chancellor's Maul,4
32184,Chancellor's Painsaw,4
32185,Chancellor's War Staff,4
32186,Chancellor's Warblade,4
32187,Chancellor's Heavy Crossbow,4
32188,Chancellor's Left Ripper,4
32189,Chancellor's Right Ripper,4
32190,Chancellor's Spellblade,4
32191,Chancellor's Battletome,4
32192,Chancellor's Barricade,4
32193,Bold Crimson Spinel,4
32194,Delicate Crimson Spinel,4
32195,Teardrop Crimson Spinel,4
32196,Runed Crimson Spinel,4
32197,Bright Crimson Spinel,4
32198,Subtle Crimson Spinel,4
32199,Flashing Crimson Spinel,4
32200,Solid Empyrean Sapphire,4
32201,Sparkling Empyrean Sapphire,4
32202,Lustrous Empyrean Sapphire,4
32203,Stormy Empyrean Sapphire,4
32204,Brilliant Lionseye,4
32205,Smooth Lionseye,4
32206,Rigid Lionseye,4
32207,Gleaming Lionseye,4
32208,Thick Lionseye,4
32209,Mystic Lionseye,4
32210,Great Lionseye,4
32211,Sovereign Shadowsong Amethyst,4
32212,Shifting Shadowsong Amethyst,4
32213,Balanced Shadowsong Amethyst,4
32214,Infused Shadowsong Amethyst,4
32215,Glowing Shadowsong Amethyst,4
32216,Royal Shadowsong Amethyst,4
32217,Inscribed Pyrestone,4
32218,Potent Pyrestone,4
32219,Luminous Pyrestone,4
32220,Glinting Pyrestone,4
32221,Veiled Pyrestone,4
32222,Wicked Pyrestone,4
32223,Enduring Seaspray Emerald,4
32224,Radiant Seaspray Emerald,4
32225,Dazzling Seaspray Emerald,4
32226,Jagged Seaspray Emerald,4
32227,Crimson Spinel,4
32228,Empyrean Sapphire,4
32229,Lionseye,4
32230,Shadowsong Amethyst,4
32231,Pyrestone,4
32232,Eternium Shell Bracers,4
32233,Wolpertinger's Tankard,3
32234,Fists of Mukoa,4
32235,Cursed Vision of Sargeras,4
32236,Rising Tide,4
32237,The Maelstrom's Fury,4
32238,Ring of Calming Waves,4
